*	Quality Status	Status	MO Status	Rolls to Pack	Rolls To Transfer	Skids Left to Transfer	Fab to Inspect/Unassign	MO Promise Date	SO Promise Date	FG Panel Items		FG MO	Ship To Customer	Ship To Customer	Core Size	A Grade Completed	FG Req Qty	Open Qty	Extrusion Completed	Fab Metres Prod.	# Of Aframes	Fab MO	Available Master Qty	Fab Item	Fab Description	Sold To	Prod Structure	Pri	Type	Dest	Target Roll Len	Bags Required	Assigned Machine	Scheduled Machine	Activity	Hrs	Days	Schedule Complete Date	
	NOT STARTED-SCHEDULED	N	Scheduled				2,090.00	2025/08/25	2025/08/25	30385     78" Bags	30385    078.0000 01	0000555343	0001461002	Saskatchewan Abilities Council	CR2X79	0.00	2,000.00	2,000.00	true	2,090.00	3	0000555344	0.0	30385	Fab SoffTICK® 189-9 Frosty Mint Vel / Vel 80"	SASKATCHEWAN ABILITIES COUNCIL	PC079/18x9/PC079 - 9oz	999999999	IV	SK, CA	100.00	false	INSPECT6	INSPECT6	DOUBLEPASSWIDE	4.75294	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/01	2025/09/02	29274     3x21" using 30363 Fab	29274    021.0000 02	0000554721	0001322016	STANDARD TEXTILES BROWNSVILLE	CR3X21	0.00	45,720.00	45,720.00	false	0.00	0	USE MASTER	15,990.0	30363	Fab V-Care® AB 7/19 Blue Vel 67"	STANDARD TEXTILE CO. INC  ATTN: PRIDECRAFT DIV	7/PC019 - 5.2oz	999999999	IV	TX, US	228.60	false	INSPECT6	INSPECT6	STD_INSPECTION	15.06071	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/04	2025/09/05	30194     5x14.687"	30194    014.6870 04	0000555131	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X14.687	0.00	65,836.80	65,836.80	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	13.16736	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/08/21	2025/08/21	30310     5x15.5"	30310    015.5000 03	0000555122	0001855002	WELCH ALLYN (TIJUANA)	CR3X15.625	0.00	11,996.93	11,996.93	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	750.00	false	SLITTER	SLITTER	DEACROSLIT1	1.97597	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/09	2025/09/10	30310     7x11.75"	30310    011.7500 06	0000554552	0001855002	WELCH ALLYN (TIJUANA)	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	750.00	false	SLITTER2	SLITTER2	DEACROSLIT1	23.66682	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/08/26	2025/08/26	30310     7x11.75"	30310    011.7500 06	0000554551	0001855002	WELCH ALLYN (TIJUANA)	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	750.00	false	SLITTER2	SLITTER	DEACROSLIT1	23.66682	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/04	2025/09/05	30310     5x14.75"	30310    014.7500 05	0000554549	0001855002	WELCH ALLYN (TIJUANA)	CR3X14.75	0.00	20,244.82	20,244.82	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	750.00	false	SLITTER2	SLITTER2	DEACROSLIT1	3.33444	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/03	2025/09/04	30310     8x9.75"	30310    009.7500 09	0000554548	0001855002	WELCH ALLYN (TIJUANA)	CR3X9.75	0.00	35,990.78	35,990.78	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	750.00	false	SLITTER2	SLITTER2	DEACROSLIT1	3.81079	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/03	2025/09/04	30310     11x7.45"	30310    007.4500 10	0000554547	0001855002	WELCH ALLYN (TIJUANA)	CR3X7.5	0.00	27,432.00	27,432.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	320.00	false	SLITTER	SLITTER	DEACROSLIT1	3.22729	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/09	2025/09/10	30194     7x11.75"	30194    011.7500 07	0000554311	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER	SLITTER	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/07	2025/09/08	30194     7x11.75"	30194    011.7500 07	0000554310	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/04	2025/09/05	30194     7x11.75"	30194    011.7500 07	0000554309	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER	SLITTER	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/03	2025/09/04	30194     7x11.75"	30194    011.7500 07	0000554308	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/01	2025/09/02	30194     7x11.75"	30194    011.7500 07	0000554307	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER	SLITTER	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/08/28	2025/08/29	30194     7x11.75"	30194    011.7500 07	0000554306	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/08/26	2025/08/27	30194     7x11.75"	30194    011.7500 07	0000554305	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER	DEACROSLIT2	25.81835	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/03	2025/09/03	30194     7x11.75"	30194    011.7500 07	0000554304	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	0.00	182,880.00	182,880.00	false	0.00	0	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	25.81835	0		
	INSPECTION IN PROGRESS	I	In Progress		42	1	751.44	2025/08/24	2025/08/25	30194     7x11.75"	30194    011.7500 07	0000554303	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	5,762.40	182,880.00	177,117.60	false	2,952.64	2	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER	DEACROSLIT2	25.81835	0		
	ALERT-INSP MO NOT CLOSED	OK	Complete				0.00	2025/08/21	2025/08/22	30194     7x11.75"	30194    011.7500 07	0000554302	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	183,145.60	182,880.00	-265.60	true	26,246.00	19	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	25.81835	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/19	2025/08/20	30194     7x11.75"	30194    011.7500 07	0000554301	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	182,888.22	182,880.00	-8.22	true	25,308.36	18	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER	DEACROSLIT2	25.81835	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/17	2025/08/18	30194     7x11.75"	30194    011.7500 07	0000554300	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	183,235.10	182,880.00	-355.10	true	26,824.22	19	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	999999999	IV	TX, US	137.16	false	SLITTER2	SLITTER2	DEACROSLIT2	25.81835	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/14	2025/08/15	30194     7x11.75"	30194    011.7500 07	0000554299	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	183,439.20	182,880.00	-559.20	true	26,652.10	19	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	5	IV	TX, US	137.16	false	SLITTER2	SLITTER	DEACROSLIT2	25.81835	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/12	2025/08/13	30194     7x11.75"	30194    011.7500 07	0000554298	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	182,789.04	182,880.00	90.96	true	26,245.20	21	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	2	IV	TX, US	137.16	false	SLITTER	SLITTER2	DEACROSLIT2	25.81835	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/10	2025/08/11	30194     7x11.75"	30194    011.7500 07	0000554297	0000630001	GE HEALTHCARE INFORMATION TECHNOLOGIES	CR3X11.75	183,559.00	182,880.00	-679.00	true	27,699.20	20	USE MASTER	124,245.5	30350    083.0000 00	MILL Vintex® 2ply SL-9.3 White FeaKid 83"	GE HEALTHCARE TECHNOLOGIES INC	SL1.2/PC051 - 9.5oz	1	IV	TX, US	137.16	false	SLITTER2	SLITTER	DEACROSLIT2	25.81835	0		
	ALERT-INSP MO NOT CLOSED	OK	Complete		3		14,427.30	2025/08/22		30350	30350    083.0000 00	0000554375	MILL-NO SHIPTO			90,939.60	106,400.00	15,460.40	false	105,920.00	133	0000554376	0.0	30350	Fab Vintex® 2ply SL-9.3 White FeaKid 83"		SL1.2/PC051 - 9.2oz	999999999	IV		0.00	false	INSPECT1	INSPECT1	LARGEDIAMETERROLL	137.69412	0		
	ALERT-INSP MO NOT CLOSED	OK	Complete		1		12.00	2025/08/15		30350	30350    083.0000 00	0000554371	MILL-NO SHIPTO			106,782.10	106,400.00	-382.10	true	107,286.00	140	0000554372	0.0	30350	Fab Vintex® 2ply SL-9.3 White FeaKid 83"		SL1.2/PC051 - 9.2oz	999999999	IV		0.00	false	INSPECT7	INSPECT7	LARGEDIAMETERROLL	137.69412	0		
	ALERT-FAB REMAINING	ALERT	Closed				139.00	2025/08/08		30350	30350    083.0000 00	0000554186	MILL-NO SHIPTO			144,187.50	145,000.00	812.50	true	145,372.00	197	0000554187	0.0	30350	Fab Vintex® 2ply SL-9.3 White FeaKid 83"		SL1.2/PC051 - 9.2oz	999999999	IV		0.00	false	INSPECT8	INSPECT8	LARGEDIAMETERROLL	187.64706	0		
	INSPECTION IN PROGRESS	I	In Progress		1	1	15,354.50	2025/08/25	2025/08/25	30337     2x36"	30337    036.0000 01	0000555272	0001587039	CARELINE INC.	CR3X36.5	9,144.00	38,404.80	29,260.80	true	20,083.00	3	0000555273	0.0	30337	Fab V-Care® AB 7/19 Pillow Blue Vel 74"	SPEC-TEX INC	7/PC019 - 5.2oz	999999999	IV	TN, US	914.40	false	INSPECT5	INSPECT5	SINGLEPASSWIDE	16.71738	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/08/27	2025/08/27	30318     2x36"	30318    036.0000 01	0000555331	0000124001	BECK'S CLASSIC MANUFACTURING INC.	CR2X36.5	0.00	3,657.60	3,657.60	false	0.00	0	0000555332	0.0	30318	Fab V-Care® Napp/14 Blue Vel 74"	BECKS	3/PC014 - 6.9oz	999999999	IV	NY, US	228.60	false	INSPECT2	INSPECT2	SINGLEPASSWIDE	2.96911	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/18	2025/08/11	30317     2x36"	30317    036.0000 01	0000555232	0000124001	BECK'S CLASSIC MANUFACTURING INC.	CR2X36.5	4,345.00	3,657.60	-687.40	true	4,198.00	2	USE MASTER	0.0	30317	Fab V-Care® Phoenix/14 Burnt Orange Vel 74"	BECKS	JAQ/PC014 - 7.9oz	999999999	IV	NY, US	137.16	false	INSPECT5	INSPECT5	SINGLEPASSWIDE	3.39942	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/18	2025/08/18	30317     2x36"	30317    036.0000 01	0000555100	0000124001	BECK'S CLASSIC MANUFACTURING INC.	CR2X36.5	3,815.96	3,657.60	-158.36	false	0.00	0	0000555101	0.0	30317	Fab V-Care® Phoenix/14 Burnt Orange Vel 74"	BECKS	JAQ/PC014 - 7.9oz	999999999	IV	NY, US	137.16	false	INSPECT2	INSPECT2	SINGLEPASSWIDE	3.39942	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/17	2025/08/18	30310     5x11.79" 62" Mill Roll 30312	30310    011.7900 12	0000554084	0001855002	WELCH ALLYN (TIJUANA)	CR3X11.75	183,825.00	182,880.00	-945.00	true	39,612.00	24	USE MASTER	37,308.8	30312    062.0000 00	MILL Vintex® 2ply TL/FP SoftSL-9.2 VJ White FeaKid 62"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	320.00	false	SLITTER	SLITTER	DEACROSLIT1	40.87906	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/14	2025/08/15	30310     5x11.79" 62" Mill Roll 30312	30310    011.7900 12	0000554083	0001855002	WELCH ALLYN (TIJUANA)	CR3X11.75	183,672.00	182,880.00	-792.00	true	36,408.50	23	USE MASTER	37,308.8	30312    062.0000 00	MILL Vintex® 2ply TL/FP SoftSL-9.2 VJ White FeaKid 62"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	4	IV	CA, US	320.00	false	SLITTER	SLITTER2	DEACROSLIT1	40.87906	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/03	2025/09/04	30310     60" From 30312	30310    060.0000 01	0000555123	0001855002	WELCH ALLYN (TIJUANA)	CR3X60	0.00	2,743.20	2,743.20	false	0.00	0	USE MASTER	0.0	30312	Fab Vintex® 2ply TL/FP SoftSL-9.2 VJ White FeaKid 62"	WELCH ALLYN INC (TJ)	SL1.2/PC051 - 9.2oz	999999999	IV	CA, US	114.30	false	INSPECT2	INSPECT2	SINGLEPASSWIDE	6.22868	0		
	MILL-RELEASE NOT REQUIRED	OK	Closed				0.00	2025/08/09		30312	30312    062.0000 00	0000554771	MILL-NO SHIPTO			84,108.20	85,000.00	891.80	true	84,229.00	85	0000554772	0.0	30312	Fab Vintex® 2ply TL/FP SoftSL-9.2 VJ White FeaKid 62"		SL1.2/PC051 - 9.2oz	999999999	IV		0.00	false	EXTINSP	EXTINSP	LARGEDIAMETERROLL	119.00000	0		
	ALERT-INSP MO NOT CLOSED	OK	Complete		1		11.00	2025/08/15		30312	30312    062.0000 00	0000554104	MILL-NO SHIPTO			70,580.10	70,000.00	-580.10	true	70,713.00	68	0000554105	0.0	30312	Fab Vintex® 2ply TL/FP SoftSL-9.2 VJ White FeaKid 62"		SL1.2/PC051 - 9.2oz	999999999	IV		0.00	false	INSPECT1	INSPECT1	LARGEDIAMETERROLL	98.00000	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/25	2025/08/25	30294     60"	30294    060.0000 01	0000555248	0000144002	BLACHFORD INC	CR3X63	3,844.00	3,840.48	-3.52	true	3,905.00	3	0000555249	0.0	30294	Fab Vintex® NP-24 Tan Vel 60"	BLACHFORD	NP4.5/37 - 23.7oz	999999999	IV	IL, US	182.88	false	INSPECT1	INSPECT1	SEWNWELDSPLICE	6.46104	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/25	2025/08/25	30275     2x41" CareLine	30275    041.0000 03	0000555270	0001587039	CARELINE INC.	CR3X41.5	38,024.80	38,404.80	380.00	true	16,079.60	5	0000555271	0.0	30275	Fab V-Care® AB 7/19 Pillow Cool Blue Vel 87"	SPEC-TEX INC	7/PC019 - 5.2oz	999999999	IV	TN, US	914.40	false	INSPECT5	INSPECT5	STDEXTRAWIDE	15.36192	0		
	NOT STARTED-SCHEDULED	N	Scheduled				2,989.00	2025/08/27	2025/08/27	30268     2x35"	30268    035.0000 01	0000555333	0000124001	BECK'S CLASSIC MANUFACTURING INC.	CR2X36.5	0.00	5,486.40	5,486.40	true	2,989.00	3	0000555334	0.0	30268	Fab Uniply® Lt. COG MJS NP7 / #8 Tan Vel 72"	BECKS	8/PC021/PC021/NP7.0/COG - 23.4oz	999999999	IV	NY, US	69.00	false	INSPECT6	INSPECT6	DOUBLEPASSWIDE	11.81190	0		
	NOT STARTED-SCHEDULED	N	Scheduled				2,896.00	2025/08/27	2025/08/27	30268     2x35"	30268    035.0000 01	0000555044	0000124001	BECK'S CLASSIC MANUFACTURING INC.	CR2X36.5	0.00	5,486.40	5,486.40	true	2,896.00	3	0000555045	0.0	30268	Fab Uniply® Lt. COG MJS NP7 / #8 Tan Vel 72"	BECKS	8/PC021/PC021/NP7.0/COG - 23.4oz	999999999	IV	NY, US	69.00	false	INSPECT6	INSPECT6	DOUBLEPASSWIDE	11.81190	0		
	ORDER CLEARED	OK	Closed				0.00	2025/08/28	2025/09/05	30232     63" 3" cores	30232    063.0000 09	0000555424	0001587269	BESPOKE LOGISTICS	CR3X63	4,020.00	4,019.70	-0.30	true	7,303.00	1	USE MASTER	80,983.9	30232	Fab V-Care® AB 7/19 Pillow Super White Vel 67"	SPEC-TEX INC	7/PC019 - 5.2oz	999999999	IV	TX, US	448.00	false	INSPECT6	INSPECT6	STD_INSPECTION	3.07389	0		
	NOT STARTED-SCHEDULED	N	Scheduled				0.00	2025/09/04	2025/09/05	30232     3x20"	30232    020.0000 05	0000555378	0001554001	SOFTTEX PILLOWS INC	CR3X20NS	0.00	30,000.00	30,000.00	false	0.00	0	USE MASTER	80,983.9	30232	Fab V-Care® AB 7/19 Pillow Super White Vel 67"	SOFTTEX PILLOWS INC	7/PC019 - 5.2oz	999999999	IV	QC, CA	275.00	false	INSPECT6	INSPECT6	STD_INSPECTION	9.88235	0		
